id,title,description,property_type,bedrooms,bathrooms,price_per_night,square_feet,amenities,city,state,zipcode,country,occupancy_max,rating,reviews_count,availability_start,availability_end,host_id,created_at
08909c9e-0ae8-4e67-a0da-ad140f1c1d52,2BR Studio in Bellingham,Spacious layout ideal for groups and longer stays.,Studio,2,2,324,990,ac;fireplace;gym;heating;kitchen;parking;pet_friendly;wheelchair_access;wifi,Bellingham,WA,105957,USA,4,4.45,171,2025-10-17,2025-10-31,h_9394,2025-07-23T15:35:49
b51c44f0-a9c3-4fdd-821a-c49681b43f3f,Loft in Asheville,Family-friendly neighborhood near parks and schools.,Loft,0,1,72,653,ac;balcony;dryer;heating;pool;washer;wheelchair_access;wifi,Asheville,NC,31938,USA,2,4.92,588,2025-10-22,2025-10-28,h_6375,2025-07-20T15:35:49
bee032c2-0993-44a8-b1e5-00ab2e1e388e,5BR Villa in Long Beach,Sunny and modern space close to restaurants and public transport.,Villa,5,5,579,2578,ac;balcony;dryer;elevator;fireplace;garden;kitchen;pool;washer,Long Beach,CA,97147,USA,10,3.63,848,2025-10-30,2025-11-10,h_8033,2024-11-30T15:35:49
71ab20e5-bbe6-4f9e-aa23-b5fb0f434ea7,2BR Condo in Newport News,Quiet residential area with quick access to downtown attractions.,Condo,2,2,167,1194,elevator;fireplace;garden;gym;kitchen;parking;pool,Newport News,VA,25986,USA,4,4.21,160,2025-09-30,2025-10-08,h_6083,2025-03-30T15:35:49
f780666a-9f94-4bee-8a98-2527d7712744,1BR Condo in Lakewood,"Walkable location with shops, cafes, and nightlife nearby.",Condo,1,1,142,408,ac;balcony;dryer;elevator;fireplace;garden;kitchen;parking;pet_friendly,Lakewood,CO,83232,USA,2,3.84,23,2025-12-12,2025-12-15,h_3902,2024-11-02T15:35:49
fecf8df5-faea-4bd8-93d8-686830ea5eab,4BR Duplex in Eden Prairie,Boutique-style decor with comfort-focused amenities.,Duplex,4,4,342,2346,dryer;elevator;garden;gym;parking;pet_friendly;washer;wheelchair_access;wifi,Eden Prairie,MN,62245,USA,8,4.48,634,2025-12-04,2025-12-06,h_6766,2025-01-03T15:35:49
a68de604-12b0-4b1f-87d8-e187332cd2eb,3BR Cottage in Fort Worth,Boutique-style decor with comfort-focused amenities.,Cottage,3,3,197,1377,balcony;dryer;gym;kitchen;pool;washer;wheelchair_access,Fort Worth,TX,75672,USA,6,4.23,655,2025-12-12,2025-12-17,h_6267,2024-11-14T15:35:49
daaff54a-5801-4c30-a2ef-069e8e5d8b4f,1BR Apartment in Woodbury,Boutique-style decor with comfort-focused amenities.,Apartment,1,1,86,765,ac;balcony;dryer;kitchen;parking;washer;wifi,Woodbury,MN,62199,USA,2,4.33,371,2025-11-05,2025-11-12,h_5634,2025-03-05T15:35:49
7dfff946-23d4-45a1-9fc0-a43b07edcfd0,5BR Duplex in Warren,"Walkable location with shops, cafes, and nightlife nearby.",Duplex,5,5,333,3092,balcony;elevator;heating;kitchen;pool;washer;wheelchair_access,Warren,MI,50463,USA,10,4.07,339,2025-10-08,2025-10-15,h_6082,2024-10-19T15:35:49
2d679544-8386-4018-ab97-d02c1535ce0f,4BR Condo in Richmond,Spacious layout ideal for groups and longer stays.,Condo,4,4,315,1785,balcony;dryer;fireplace;kitchen;parking;pet_friendly;washer,Richmond,VA,30331,USA,8,4.11,131,2025-10-13,2025-10-18,h_6598,2025-01-14T15:35:49
d67056c8-880c-444c-915b-5949682cbe14,1BR Townhouse in Springfield,Sunny and modern space close to restaurants and public transport.,Townhouse,1,1,108,782,balcony;dryer;fireplace;pet_friendly;wheelchair_access,Springfield,MA,07517,USA,2,4.83,381,2025-12-05,2025-12-13,h_3527,2025-06-28T15:35:49
1d0aeed7-c785-403d-a3b9-fdf523028e2f,1BR Cottage in Olympia,High-rise unit with expansive city views and balcony.,Cottage,1,1,106,536,ac;dryer;garden;gym;heating;wheelchair_access,Olympia,WA,101918,USA,2,4.03,653,2025-11-19,2025-11-24,h_7026,2024-10-07T15:35:49
edb4ba53-912a-4f12-b0f1-f571f924af04,3BR Loft in St. Joseph,Cozy retreat with fully equipped kitchen and workspace.,Loft,3,3,304,1514,ac;garden;gym;heating;parking;pet_friendly;pool;wheelchair_access;wifi,St. Joseph,MO,64680,USA,6,4.6,266,2025-10-05,2025-10-11,h_2374,2025-06-29T15:35:49
212fce88-8bb4-4bdf-8672-7218cfab5a54,4BR Townhouse in Roswell,Spacious layout ideal for groups and longer stays.,Townhouse,4,4,416,1493,dryer;elevator;garden;pet_friendly;pool;wifi,Roswell,GA,38224,USA,8,4.12,149,2025-09-30,2025-10-07,h_4678,2025-09-05T15:35:49
4830be21-b470-4009-b2e3-6b69f4a1828e,5BR Studio in Pittsburgh,Boutique-style decor with comfort-focused amenities.,Studio,5,5,510,2081,dryer;garden;heating;parking;pet_friendly,Pittsburgh,PA,22349,USA,10,4.46,820,2025-09-22,2025-09-28,h_4533,2025-07-05T15:35:49
ea72e108-d9a1-4240-b16e-bf64bcc2955e,4BR Villa in Trenton,Boutique-style decor with comfort-focused amenities.,Villa,4,4,277,1695,ac;gym;heating;kitchen;pool;wifi,Trenton,NJ,08029,USA,8,3.76,819,2025-12-05,2025-12-15,h_1269,2024-10-31T15:35:49
aa593d9a-e868-4023-a21b-66d1328d6526,1BR Townhouse in Springfield,High-rise unit with expansive city views and balcony.,Townhouse,1,1,78,350,ac;balcony;elevator;gym;kitchen;parking;pool;wheelchair_access;wifi,Springfield,OR,105914,USA,2,4.31,976,2025-11-29,2025-12-01,h_7397,2025-01-22T15:35:49
5c67a1e3-981c-4557-bfae-93041833574a,2BR Loft in White Plains,Quiet residential area with quick access to downtown attractions.,Loft,2,2,320,882,ac;dryer;elevator;fireplace;washer,White Plains,NY,15447,USA,4,3.79,124,2025-11-02,2025-11-14,h_3868,2024-10-04T15:35:49
05302dc8-a0ac-43a2-a00e-3d7d29e81c1e,5BR Townhouse in Canton,High-rise unit with expansive city views and balcony.,Townhouse,5,5,515,1929,ac;dryer;elevator;fireplace;heating;pet_friendly;wheelchair_access;wifi,Canton,OH,49524,USA,10,4.98,294,2025-10-22,2025-10-24,h_4131,2025-04-26T15:35:49
fc8dcdc5-8b65-4ea5-b123-0a2fe217b7c6,5BR Studio in Charlotte,Boutique-style decor with comfort-focused amenities.,Studio,5,5,386,3437,dryer;elevator;garden;parking;pet_friendly;pool;wheelchair_access,Charlotte,NC,35151,USA,10,4.11,635,2025-10-24,2025-11-07,h_2353,2025-02-14T15:35:49
a5e47733-209e-4042-ae29-f7c7cfbf7fc9,4BR Townhouse in Arlington,Boutique-style decor with comfort-focused amenities.,Townhouse,4,4,361,1728,dryer;elevator;heating;kitchen;washer,Arlington,TX,81981,USA,8,3.83,197,2025-11-16,2025-11-18,h_6776,2024-11-09T15:35:49
